   2019      9      2   12.00     10272.00   0.12184E+02   0.00000E+00   0.12184E+02   0.12254E+02   0.12297E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.15721E+02   0.23327E+02  -0.73903E+02  -0.33317E+02   0.25984E-02   0.13005E-04   0.54694E-03       0.21      74.93     0.0000  0.00   0.45956E-01   0.60698E+00    12.2424    12.2593    12.2628    12.2662    12.2966
   2019      9      3   12.00     10296.00   0.11885E+02   0.00000E+00   0.11885E+02   0.12011E+02   0.12063E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.23369E+02   0.36406E+02  -0.94869E+02  -0.38753E+02   0.46233E-02   0.38128E-04   0.31109E-02       0.21      84.75     0.0000  0.00  -0.73516E-01   0.72080E+01    11.9911    12.0215    12.0266    12.0307    12.0621
   2019      9      4   12.00     10320.00   0.11688E+02   0.00000E+00   0.11688E+02   0.11784E+02   0.11834E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.17861E+02   0.29702E+02  -0.83642E+02  -0.39296E+02   0.40766E-02   0.25109E-04   0.19342E-02       0.21      87.40     0.0000  0.00   0.13710E+00   0.39201E+01    11.7652    11.7921    11.7966    11.8006    11.8336
   2019      9      5   12.00     10344.00   0.11450E+02   0.00000E+00   0.11450E+02   0.11555E+02   0.11601E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.20799E+02   0.30508E+02  -0.82345E+02  -0.33462E+02   0.59026E-02   0.71680E-04   0.77188E-02       0.21      68.98     0.0000  0.00   0.37528E+00  -0.57542E+01    11.5370    11.5641    11.5696    11.5733    11.6005
   2019      9      6   12.00     10368.00   0.11105E+02   0.00000E+00   0.11105E+02   0.11220E+02   0.11261E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.20405E+02   0.32534E+02  -0.81197E+02  -0.33244E+02   0.68534E-02   0.16480E-03   0.15291E-01       0.21      65.39     0.0000  0.00   0.52443E-01  -0.15676E+02    11.2046    11.2268    11.2331    11.2380    11.2596
   2019      9      7   12.00     10392.00   0.10997E+02   0.00000E+00   0.10997E+02   0.11063E+02   0.11108E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.10438E+02   0.22460E+02  -0.61500E+02  -0.35188E+02   0.33869E-02   0.43701E-04   0.30563E-02       0.21      76.93     0.0000  0.00  -0.28973E-02  -0.18067E+01    11.0523    11.0677    11.0716    11.0752    11.1075
   2019      9      8   12.00     10416.00   0.10956E+02   0.00000E+00   0.10956E+02   0.11031E+02   0.11070E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.13126E+02   0.25479E+02  -0.62295E+02  -0.34177E+02   0.62897E-02   0.12900E-03   0.10749E-01       0.21      76.10     0.0000  0.00   0.20460E+00   0.13122E+02    11.0208    11.0350    11.0401    11.0444    11.0690
   2019      9      9   12.00     10440.00   0.11087E+02   0.00000E+00   0.11087E+02   0.11129E+02   0.11161E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.96234E+01   0.13301E+02  -0.44091E+02  -0.28427E+02   0.60026E-02   0.97466E-04   0.87797E-02       0.22      67.85     0.0000  0.00   0.24677E+00   0.11054E+02    11.1215    11.1312    11.1350    11.1387    11.1614
   2019      9     10   12.00     10464.00   0.11138E+02   0.00000E+00   0.11138E+02   0.11188E+02   0.11228E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.85497E+01   0.15508E+02  -0.48297E+02  -0.27669E+02   0.43244E-02   0.26753E-04   0.25864E-02       0.22      66.98     0.0000  0.00   0.21713E+00  -0.10417E+00    11.1770    11.1932    11.1965    11.1994    11.2275
   2019      9     11   12.00     10488.00   0.11100E+02   0.00000E+00   0.11100E+02   0.11175E+02   0.11218E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.12399E+02   0.23684E+02  -0.63277E+02  -0.31734E+02   0.48197E-02   0.34457E-04   0.33197E-02       0.22      75.74     0.0000  0.00   0.20469E+00  -0.57387E+01    11.1603    11.1812    11.1856    11.1887    11.2184
   2019      9     12   12.00     10512.00   0.11110E+02   0.00000E+00   0.11110E+02   0.11175E+02   0.11214E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.11795E+02   0.22012E+02  -0.56817E+02  -0.30846E+02   0.55961E-02   0.15765E-03   0.20175E-01       0.22      74.52     0.0000  0.00   0.23426E-01   0.11395E+02    11.1648    11.1796    11.1831    11.1864    11.2115
   2019      9     13   12.00     10536.00   0.10982E+02   0.00000E+00   0.10982E+02   0.11072E+02   0.11109E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.16524E+02   0.28444E+02  -0.62157E+02  -0.26868E+02   0.15498E-01   0.11613E-02   0.44912E+00       0.22      60.40     0.0000  0.00  -0.87230E+00   0.82439E+02    11.0611    11.0763    11.0818    11.0893    11.1010
   2019      9     14   12.00     10560.00   0.10705E+02   0.00000E+00   0.10705E+02   0.10824E+02   0.10869E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.16261E+02   0.35998E+02  -0.72231E+02  -0.26809E+02   0.18882E-01   0.17540E-02   0.85074E+00       0.22      54.39     0.0000  0.00  -0.21708E+01   0.10986E+03    10.8071    10.8302    10.8401    10.8438    10.8562
   2019      9     15   12.00     10584.00   0.10192E+02   0.00000E+00   0.10192E+02   0.10376E+02   0.10430E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.19705E+02   0.52137E+02  -0.10237E+03  -0.36243E+02   0.13899E-01   0.90784E-03   0.31709E+00       0.22      69.18     0.0000  0.00  -0.15157E+01   0.57755E+02    10.3553    10.3867    10.3951    10.4001    10.4174
   2019      9     16   12.00     10608.00   0.99123E+01   0.00000E+00   0.99123E+01   0.10008E+02   0.10066E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.12674E+02   0.27398E+02  -0.83528E+02  -0.45903E+02   0.35819E-02   0.58433E-04   0.60103E-02       0.22      99.73     0.0000  0.00  -0.13051E+00   0.56543E+01     9.9938    10.0147    10.0197    10.0242    10.0643
   2019      9     17   12.00     10632.00   0.10032E+02   0.00000E+00   0.10032E+02   0.10102E+02   0.10159E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.14267E+02   0.21235E+02  -0.85158E+02  -0.46040E+02   0.24756E-02   0.11133E-04   0.18064E-03       0.22     107.67     0.0000  0.00   0.29132E-01  -0.18799E+01    10.0882    10.1069    10.1110    10.1154    10.1593
   2019      9     18   12.00     10656.00   0.99524E+01   0.00000E+00   0.99524E+01   0.10023E+02   0.10074E+02   0.00000E+00   0.00000E+00   0.66962E+00   0.14986E+02   0.19909E+02  -0.77989E+02  -0.38164E+02   0.22011E-02   0.95038E-05   0.29695E-03       0.23      85.30     0.0000  0.00   0.38322E-01   0.84549E+00    10.0110    10.0281    10.0319    10.0359    10.0742
   2019      9     19   12.00     10680.00   0.96566E+01   0.00000E+00   0.96566E+01   0.97694E+01   0.98207E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.22193E+02   0.27165E+02  -0.82876E+02  -0.33563E+02   0.47330E-02   0.40486E-04   0.36648E-02       0.23      66.57     0.0000  0.00   0.58132E-01   0.79506E+01     9.7482     9.7793     9.7854     9.7891     9.8202
   2019      9     20   12.00     10704.00   0.93765E+01   0.00000E+00   0.93765E+01   0.94825E+01   0.95367E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.18517E+02   0.27656E+02  -0.83463E+02  -0.39058E+02   0.48787E-02   0.46594E-04   0.39534E-02       0.23      80.60     0.0000  0.00  -0.33322E-01   0.84016E+01     9.4630     9.4912     9.4977     9.5015     9.5363
   2019      9     21   12.00     10728.00   0.92902E+01   0.00000E+00   0.92902E+01   0.93735E+01   0.94345E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.12394E+02   0.20426E+02  -0.88088E+02  -0.47555E+02   0.22203E-02   0.12243E-04   0.54711E-03       0.23     107.23     0.0000  0.00  -0.29473E-01   0.22437E+01     9.3600     9.3793     9.3837     9.3884     9.4345
   2019      9     22   12.00     10752.00   0.92062E+01   0.00000E+00   0.92062E+01   0.92858E+01   0.93449E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.13619E+02   0.19619E+02  -0.99120E+02  -0.46805E+02   0.13017E-02   0.50882E-05   0.29885E-04       0.23     103.85     0.0000  0.00   0.27220E-01  -0.14519E+00     9.2761     9.2899     9.2943     9.2990     9.3449
   2019      9     23   12.00     10776.00   0.88608E+01   0.00000E+00   0.88608E+01   0.89622E+01   0.90260E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.20942E+02   0.25212E+02  -0.11676E+03  -0.47925E+02   0.28578E-02   0.13368E-04   0.26945E-03       0.23      99.03     0.0000  0.00   0.10590E+00  -0.82435E+00     8.9432     8.9704     8.9762     8.9813     9.0260
   2019      9     24   12.00     10800.00   0.82961E+01   0.00000E+00   0.82961E+01   0.84621E+01   0.85376E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.26428E+02   0.36254E+02  -0.12926E+03  -0.50458E+02   0.42424E-02   0.21897E-04   0.19598E-02       0.23      97.44     0.0000  0.00   0.23258E+00  -0.15159E+01     8.4312     8.4767     8.4841     8.4900     8.5373
   2019      9     25   12.00     10824.00   0.78358E+01   0.00000E+00   0.78358E+01   0.79576E+01   0.80209E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.21393E+02   0.30775E+02  -0.96205E+02  -0.44694E+02   0.63846E-02   0.70314E-04   0.94945E-02       0.23      81.36     0.0000  0.00   0.54279E+00  -0.64377E+00     7.9337     7.9677     7.9761     7.9817     8.0203
   2019      9     26   12.00     10848.00   0.78946E+01   0.00000E+00   0.78946E+01   0.79304E+01   0.79719E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.76530E+01   0.77616E+01  -0.32650E+02  -0.29414E+02   0.53480E-02   0.42909E-04   0.56260E-02       0.24      55.64     0.0000  0.00   0.28369E+00  -0.48986E+01     7.9222     7.9325     7.9369     7.9407     7.9718
   2019      9     27   12.00     10872.00   0.80922E+01   0.00000E+00   0.80922E+01   0.81272E+01   0.81689E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.69629E+01   0.81972E+01  -0.32890E+02  -0.26229E+02   0.43862E-02   0.22989E-04   0.26610E-02       0.24      55.53     0.0000  0.00   0.13922E+00  -0.46644E+01     8.1181     8.1304     8.1339     8.1371     8.1689
   2019      9     28   12.00     10896.00   0.80263E+01   0.00000E+00   0.80263E+01   0.81263E+01   0.81849E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.14868E+02   0.24283E+02  -0.79876E+02  -0.38886E+02   0.51386E-02   0.33481E-04   0.38696E-02       0.24      84.50     0.0000  0.00   0.35261E+00   0.19141E+01     8.1063     8.1349     8.1418     8.1458     8.1847
   2019      9     29   12.00     10920.00   0.77576E+01   0.00000E+00   0.77576E+01   0.78836E+01   0.79478E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.18955E+02   0.29999E+02  -0.10121E+03  -0.44812E+02   0.58221E-02   0.56154E-04   0.64046E-02       0.24      93.01     0.0000  0.00   0.45208E+00   0.23428E+01     7.8598     7.8937     7.9026     7.9073     7.9472
   2019      9     30   12.00     10944.00   0.74959E+01   0.00000E+00   0.74959E+01   0.76022E+01   0.76594E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.14557E+02   0.22952E+02  -0.81166E+02  -0.39208E+02   0.64091E-02   0.72518E-04   0.90786E-02       0.24      76.86     0.0000  0.00   0.55178E+00   0.15346E+01     7.5833     7.6094     7.6177     7.6240     7.6588
   2019     10      1   12.00     10968.00   0.74298E+01   0.00000E+00   0.74298E+01   0.75071E+01   0.75644E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.98910E+01   0.12185E+02  -0.63813E+02  -0.37938E+02   0.51660E-02   0.34477E-04   0.41377E-02       0.24      79.51     0.0000  0.00   0.32677E+00  -0.25204E+01     7.4904     7.5133     7.5202     7.5245     7.5643
   2019     10      2   12.00     10992.00   0.73987E+01   0.00000E+00   0.73987E+01   0.75021E+01   0.75670E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.13310E+02   0.20147E+02  -0.83090E+02  -0.42662E+02   0.49952E-02   0.32055E-04   0.35914E-02       0.24      93.25     0.0000  0.00   0.26764E+00  -0.46519E+01     7.4806     7.5111     7.5187     7.5232     7.5668
   2019     10      3   12.00     11016.00   0.71516E+01   0.00000E+00   0.71516E+01   0.72787E+01   0.73472E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.17339E+02   0.22943E+02  -0.93111E+02  -0.40968E+02   0.48884E-02   0.28174E-04   0.33100E-02       0.24      82.13     0.0000  0.00   0.30527E+00   0.19429E+01     7.2519     7.2907     7.2987     7.3035     7.3470
   2019     10      4   12.00     11040.00   0.67678E+01   0.00000E+00   0.67678E+01   0.69045E+01   0.69683E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.19021E+02   0.17469E+02  -0.86660E+02  -0.33388E+02   0.45907E-02   0.30141E-04   0.32217E-02       0.25      55.20     0.0000  0.00   0.91829E-01   0.67884E+01     6.8771     6.9165     6.9260     6.9306     6.9678
   2019     10      5   12.00     11064.00   0.63496E+01   0.00000E+00   0.63496E+01   0.64598E+01   0.65256E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.13093E+02   0.14672E+02  -0.80552E+02  -0.33704E+02   0.23287E-02   0.10287E-04   0.68342E-03       0.25      53.01     0.0000  0.00   0.10001E-02   0.11174E+01     6.4388     6.4690     6.4754     6.4806     6.5256
   2019     10      6   12.00     11088.00   0.58174E+01   0.00000E+00   0.58174E+01   0.59826E+01   0.60734E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.25603E+02   0.24220E+02  -0.11545E+03  -0.44396E+02   0.37886E-02   0.13062E-04   0.11941E-02       0.25      74.58     0.0000  0.00   0.15635E+00  -0.21051E+01     5.9421     6.0011     6.0098     6.0165     6.0734
   2019     10      7   12.00     11112.00   0.51949E+01   0.00000E+00   0.51949E+01   0.53815E+01   0.54928E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.28737E+02   0.27854E+02  -0.12746E+03  -0.51652E+02   0.36523E-02   0.11212E-04   0.10738E-02       0.25      88.44     0.0000  0.00   0.14056E+00  -0.20676E+01     5.3338     5.4030     5.4139     5.4219     5.4928
   2019     10      8   12.00     11136.00   0.48046E+01   0.00000E+00   0.48046E+01   0.49456E+01   0.50607E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.18528E+02   0.18142E+02  -0.96770E+02  -0.49989E+02   0.20617E-02   0.46678E-05   0.32334E-03       0.25      88.49     0.0000  0.00   0.17960E-01  -0.21196E+00     4.9130     4.9587     4.9689     4.9776     5.0607
   2019     10      9   12.00     11160.00   0.46621E+01   0.00000E+00   0.46621E+01   0.47847E+01   0.48997E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.19911E+02   0.17624E+02  -0.81208E+02  -0.45652E+02   0.34603E-02   0.74872E-05   0.10638E-02       0.25      83.09     0.0000  0.00   0.56876E-01   0.40301E+01     4.7461     4.7980     4.8134     4.8215     4.8997
   2019     10     10   12.00     11184.00   0.45327E+01   0.00000E+00   0.45327E+01   0.46770E+01   0.47965E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.22582E+02   0.20650E+02  -0.95079E+02  -0.46780E+02   0.40201E-02   0.10591E-04   0.19630E-02       0.25      87.13     0.0000  0.00   0.20427E+00  -0.69950E+00     4.6363     4.6914     4.7074     4.7178     4.7964
   2019     10     11   12.00     11208.00   0.38516E+01   0.00000E+00   0.38516E+01   0.40686E+01   0.41614E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.42695E+02   0.43530E+02  -0.15378E+03  -0.52206E+02   0.75270E-02   0.12382E-03   0.18846E-01       0.25      79.67     0.0000  0.00   0.69041E+00  -0.72361E+01     4.0302     4.0839     4.1002     4.1123     4.1573
   2019     10     12   12.00     11232.00   0.27063E+01   0.00000E+00   0.27063E+01   0.29481E+01   0.30266E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.44860E+02   0.50899E+02  -0.15255E+03  -0.49345E+02   0.89059E-02   0.23226E-03   0.35585E-01       0.26      53.53     0.0000  0.00   0.91924E+00  -0.11255E+02     2.9146     2.9634     2.9766     2.9866     3.0188
   2019     10     13   12.00     11256.00   0.19341E+01   0.00000E+00   0.19341E+01   0.20876E+01   0.26859E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.27085E+02   0.29089E+02  -0.87355E+02  -0.30609E+02   0.65127E-02   0.54104E-04   0.11791E-01       0.26      35.30     0.0000  0.00   0.54087E+00  -0.20857E+01     2.0519     2.0914     2.1089     2.1729     2.6833
   2019     10     14   12.00     11280.00   0.17815E+01   0.00000E+00   0.17815E+01   0.18652E+01   0.27237E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.14468E+02   0.98659E+01  -0.46560E+02  -0.24760E+02   0.50483E-02   0.10089E-04   0.46276E-02       0.26      41.74     0.0000  0.00   0.30057E+00   0.61062E+01     1.8347     1.8570     1.8700     1.9973     2.7237
   2019     10     15   12.00     11304.00   0.16906E+01   0.00000E+00   0.16906E+01   0.19117E+01   0.49172E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.84892E+01   0.58118E+01  -0.43601E+02  -0.71574E+01   0.35799E-02   0.71377E-19   0.12527E-02       0.26      51.17     0.0000  0.00   0.14398E+00  -0.15199E+01     1.7323     1.7798     1.9377     2.9026     4.9172
   2019     10     16   12.00     11328.00   0.14494E+01   0.00000E+00   0.14494E+01   0.18130E+01   0.60407E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.92397E+01   0.93060E+01  -0.54961E+02  -0.13968E+02   0.43206E-02   0.16315E-07   0.32869E-02       0.26      45.64     0.0000  0.00   0.20174E+00   0.14919E+01     1.5119     1.5918     1.7724     3.6510     6.0398
   2019     10     17   12.00     11352.00   0.15731E+01   0.00000E+00   0.15731E+01   0.16691E+01   0.21166E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.86293E+01   0.75000E+01  -0.56010E+02  -0.67995E+02   0.68124E-02   0.11054E-03   0.14736E-01       0.26      42.02     0.0000  0.00   0.49926E-01   0.15819E+02     1.6388     1.6606     1.6740     1.8083     2.1164
   2019     10     18   12.00     11376.00   0.15859E+01   0.00000E+00   0.15859E+01   0.16591E+01   0.21225E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.49143E+01   0.78360E+00  -0.50167E+02  -0.29551E+02   0.58369E-02   0.71868E-04   0.93302E-02       0.26      54.46     0.0000  0.00  -0.21754E+00   0.11172E+02     1.6367     1.6559     1.6661     1.7383     2.1223
   2019     10     19   12.00     11400.00   0.13163E+01   0.00000E+00   0.13163E+01   0.16066E+01   0.45221E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.71161E+01   0.67978E+01  -0.59833E+02  -0.78899E+01   0.36182E-02   0.28747E-15   0.12808E-02       0.26      56.90     0.0000  0.00  -0.19897E-01   0.45677E+01     1.3790     1.4386     1.7241     2.6390     4.5221
   2019     10     20   12.00     11424.00   0.81178E+00   0.00000E+00   0.81178E+00   0.13364E+01   0.55557E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.10561E+02   0.87794E+01  -0.60169E+02  -0.57319E+01   0.42231E-02   0.21947E-22   0.22586E-02       0.27      38.91     0.0000  0.00   0.15616E+00   0.54253E+01     0.8877     0.9363     1.6344     3.3861     5.5557
   2019     10     21   12.00     11448.00   0.59146E+00   0.00000E+00   0.59146E+00   0.10635E+01   0.57224E+01   0.00000E+00   0.00000E+00   0.66962E+00   0.78544E+01   0.50097E+01  -0.40396E+02  -0.17405E+02   0.61736E-02   0.20787E-07   0.97146E-02       0.27      26.69     0.0000  0.00   0.53807E+00   0.23540E+01     0.6415     0.6714     1.0933     3.5964     5.7217
